"Id","ActivityHour","Calories","TotalIntensity","AverageIntensity","StepTotal","month","wday","date","week"
"1503960366",2016-04-16 07:00:00,54,4,0.066667,101,4,7,2016-04-16,15
"1503960366",2016-04-16 08:00:00,62,9,0.15,175,4,7,2016-04-16,15
"1503960366",2016-04-16 09:00:00,124,38,0.633333,1181,4,7,2016-04-16,15
"1503960366",2016-04-16 10:00:00,110,14,0.233333,1295,4,7,2016-04-16,15
"1503960366",2016-04-16 11:00:00,147,30,0.5,2043,4,7,2016-04-16,15
"1503960366",2016-04-16 12:00:00,119,42,0.7,1513,4,7,2016-04-16,15
"1503960366",2016-04-16 13:00:00,214,90,1.5,3616,4,7,2016-04-16,15
"1503960366",2016-04-16 14:00:00,82,20,0.333333,580,4,7,2016-04-16,15
"1503960366",2016-04-16 15:00:00,51,0,0,0,4,7,2016-04-16,15
"1503960366",2016-04-16 16:00:00,54,2,0.033333,15,4,7,2016-04-16,15
"1503960366",2016-04-16 17:00:00,79,17,0.283333,380,4,7,2016-04-16,15
"1503960366",2016-04-16 18:00:00,65,10,0.166667,96,4,7,2016-04-16,15
"1503960366",2016-04-16 19:00:00,67,12,0.2,146,4,7,2016-04-16,15
"1503960366",2016-04-16 20:00:00,81,19,0.316667,385,4,7,2016-04-16,15
"1503960366",2016-04-16 21:00:00,75,13,0.216667,463,4,7,2016-04-16,15
"1503960366",2016-04-16 22:00:00,55,3,0.05,42,4,7,2016-04-16,15
"1503960366",2016-04-16 23:00:00,56,5,0.083333,92,4,7,2016-04-16,15
"1503960366",2016-04-17 00:00:00,47,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 01:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 02:00:00,47,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 03:00:00,49,1,0.016667,8,4,1,2016-04-17,16
"1503960366",2016-04-17 04:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 05:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 06:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 07:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 08:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 09:00:00,48,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 10:00:00,47,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-17 11:00:00,63,9,0.15,84,4,1,2016-04-17,16
"1503960366",2016-04-17 12:00:00,76,18,0.3,260,4,1,2016-04-17,16
"1503960366",2016-04-17 13:00:00,83,23,0.383333,402,4,1,2016-04-17,16
"1503960366",2016-04-17 14:00:00,69,10,0.166667,252,4,1,2016-04-17,16
"1503960366",2016-04-17 15:00:00,73,13,0.216667,191,4,1,2016-04-17,16
"1503960366",2016-04-17 16:00:00,57,2,0.033333,13,4,1,2016-04-17,16
"1503960366",2016-04-17 17:00:00,174,71,1.183333,2613,4,1,2016-04-17,16
"1503960366",2016-04-17 18:00:00,136,39,0.65,1616,4,1,2016-04-17,16
"1503960366",2016-04-17 19:00:00,95,24,0.4,754,4,1,2016-04-17,16
"1503960366",2016-04-17 20:00:00,191,87,1.45,2955,4,1,2016-04-17,16
"1503960366",2016-04-17 21:00:00,79,16,0.266667,487,4,1,2016-04-17,16
"1503960366",2016-04-17 22:00:00,58,5,0.083333,70,4,1,2016-04-17,16
"1503960366",2016-04-17 23:00:00,50,0,0,0,4,1,2016-04-17,16
"1503960366",2016-04-18 00:00:00,82,21,0.35,416,4,2,2016-04-18,16
"1503960366",2016-04-18 01:00:00,48,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 02:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 03:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 04:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 05:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 06:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 07:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 08:00:00,47,0,0,0,4,2,2016-04-18,16
"1503960366",2016-04-18 09:00:00,133,39,0.65,1688,4,2,2016-04-18,16
"1503960366",2016-04-18 10:00:00,81,17,0.283333,380,4,2,2016-04-18,16
"1503960366",2016-04-18 11:00:00,73,15,0.25,328,4,2,2016-04-18,16
"1503960366",2016-04-18 12:00:00,118,40,0.666667,1306,4,2,2016-04-18,16
"1503960366",2016-04-18 13:00:00,70,9,0.15,268,4,2,2016-04-18,16
"1503960366",2016-04-18 14:00:00,64,7,0.116667,137,4,2,2016-04-18,16
"1503960366",2016-04-18 15:00:00,80,14,0.233333,495,4,2,2016-04-18,16
"1503960366",2016-04-18 16:00:00,78,17,0.283333,277,4,2,2016-04-18,16
"1503960366",2016-04-18 17:00:00,79,18,0.3,304,4,2,2016-04-18,16
"1503960366",2016-04-18 18:00:00,234,114,1.9,4074,4,2,2016-04-18,16
"1503960366",2016-04-18 19:00:00,157,30,0.5,2101,4,2,2016-04-18,16
"1503960366",2016-04-18 20:00:00,57,2,0.033333,28,4,2,2016-04-18,16
"1503960366",2016-04-18 21:00:00,68,11,0.183333,187,4,2,2016-04-18,16
"1503960366",2016-04-18 22:00:00,86,19,0.316667,542,4,2,2016-04-18,16
"1503960366",2016-04-18 23:00:00,83,18,0.3,488,4,2,2016-04-18,16
"1503960366",2016-04-19 00:00:00,47,0,0,0,4,3,2016-04-19,16
"1503960366",2016-04-19 01:00:00,49,1,0.016667,22,4,3,2016-04-19,16
"1503960366",2016-04-19 02:00:00,47,0,0,0,4,3,2016-04-19,16
"1503960366",2016-04-19 03:00:00,50,2,0.033333,9,4,3,2016-04-19,16
"1503960366",2016-04-19 04:00:00,47,0,0,0,4,3,2016-04-19,16
"1503960366",2016-04-19 05:00:00,47,0,0,0,4,3,2016-04-19,16
"1503960366",2016-04-19 06:00:00,49,1,0.016667,7,4,3,2016-04-19,16
"1503960366",2016-04-19 07:00:00,75,19,0.316667,316,4,3,2016-04-19,16
"1503960366",2016-04-19 08:00:00,130,38,0.633333,1656,4,3,2016-04-19,16
"1503960366",2016-04-19 09:00:00,79,16,0.266667,367,4,3,2016-04-19,16
"1503960366",2016-04-19 10:00:00,75,16,0.266667,203,4,3,2016-04-19,16
"1503960366",2016-04-19 11:00:00,72,13,0.216667,194,4,3,2016-04-19,16
"1503960366",2016-04-19 12:00:00,143,61,1.016667,1887,4,3,2016-04-19,16
"1503960366",2016-04-19 13:00:00,171,65,1.083333,2697,4,3,2016-04-19,16
"1503960366",2016-04-19 14:00:00,76,12,0.2,409,4,3,2016-04-19,16
"1503960366",2016-04-19 15:00:00,72,12,0.2,299,4,3,2016-04-19,16
"1503960366",2016-04-19 16:00:00,71,9,0.15,297,4,3,2016-04-19,16
"1503960366",2016-04-19 17:00:00,90,13,0.216667,732,4,3,2016-04-19,16
"1503960366",2016-04-19 18:00:00,120,30,0.5,1280,4,3,2016-04-19,16
"1503960366",2016-04-19 19:00:00,93,31,0.516667,397,4,3,2016-04-19,16
"1503960366",2016-04-19 20:00:00,159,69,1.15,2487,4,3,2016-04-19,16
"1503960366",2016-04-19 21:00:00,94,16,0.266667,826,4,3,2016-04-19,16
"1503960366",2016-04-19 22:00:00,58,4,0.066667,52,4,3,2016-04-19,16
"1503960366",2016-04-19 23:00:00,120,48,0.8,1369,4,3,2016-04-19,16
"1503960366",2016-04-20 00:00:00,54,2,0.033333,16,4,4,2016-04-20,16
"1503960366",2016-04-20 01:00:00,53,2,0.033333,36,4,4,2016-04-20,16
"1503960366",2016-04-20 02:00:00,47,0,0,0,4,4,2016-04-20,16
"1503960366",2016-04-20 03:00:00,48,0,0,0,4,4,2016-04-20,16
"1503960366",2016-04-20 04:00:00,48,0,0,0,4,4,2016-04-20,16
"1503960366",2016-04-20 05:00:00,47,0,0,0,4,4,2016-04-20,16
"1503960366",2016-04-20 06:00:00,48,0,0,0,4,4,2016-04-20,16
"1503960366",2016-04-20 07:00:00,51,3,0.05,29,4,4,2016-04-20,16
"1503960366",2016-04-20 08:00:00,70,14,0.233333,264,4,4,2016-04-20,16
"1503960366",2016-04-20 09:00:00,144,50,0.833333,1993,4,4,2016-04-20,16
"1503960366",2016-04-20 10:00:00,79,13,0.216667,459,4,4,2016-04-20,16
"1503960366",2016-04-20 11:00:00,58,1,0.016667,65,4,4,2016-04-20,16
"1503960366",2016-04-20 12:00:00,64,8,0.133333,185,4,4,2016-04-20,16
"1503960366",2016-04-20 13:00:00,61,5,0.083333,64,4,4,2016-04-20,16
"1503960366",2016-04-20 14:00:00,113,39,0.65,1270,4,4,2016-04-20,16
"1503960366",2016-04-20 15:00:00,97,21,0.35,797,4,4,2016-04-20,16
"1503960366",2016-04-20 16:00:00,70,11,0.183333,261,4,4,2016-04-20,16
"1503960366",2016-04-20 17:00:00,57,2,0.033333,13,4,4,2016-04-20,16
"1503960366",2016-04-20 18:00:00,114,32,0.533333,1308,4,4,2016-04-20,16
"1503960366",2016-04-20 19:00:00,117,36,0.6,1558,4,4,2016-04-20,16
"1503960366",2016-04-20 20:00:00,80,12,0.2,499,4,4,2016-04-20,16
"1503960366",2016-04-20 21:00:00,83,22,0.366667,395,4,4,2016-04-20,16
"1503960366",2016-04-20 22:00:00,62,7,0.116667,77,4,4,2016-04-20,16
"1503960366",2016-04-20 23:00:00,120,33,0.55,1255,4,4,2016-04-20,16
"1503960366",2016-04-21 00:00:00,54,2,0.033333,17,4,5,2016-04-21,16
"1503960366",2016-04-21 01:00:00,61,8,0.133333,129,4,5,2016-04-21,16
"1503960366",2016-04-21 02:00:00,55,5,0.083333,81,4,5,2016-04-21,16
"1503960366",2016-04-21 03:00:00,48,0,0,0,4,5,2016-04-21,16
"1503960366",2016-04-21 04:00:00,47,0,0,0,4,5,2016-04-21,16
"1503960366",2016-04-21 05:00:00,47,0,0,0,4,5,2016-04-21,16
"1503960366",2016-04-21 06:00:00,48,0,0,0,4,5,2016-04-21,16
"1503960366",2016-04-21 07:00:00,52,3,0.05,38,4,5,2016-04-21,16
"1503960366",2016-04-21 08:00:00,71,15,0.25,245,4,5,2016-04-21,16
"1503960366",2016-04-21 09:00:00,133,26,0.433333,1672,4,5,2016-04-21,16
"1503960366",2016-04-21 10:00:00,77,16,0.266667,255,4,5,2016-04-21,16
"1503960366",2016-04-21 11:00:00,55,0,0,0,4,5,2016-04-21,16
"1503960366",2016-04-21 12:00:00,73,11,0.183333,384,4,5,2016-04-21,16
"1503960366",2016-04-21 13:00:00,113,25,0.416667,1140,4,5,2016-04-21,16
"1503960366",2016-04-21 14:00:00,58,2,0.033333,12,4,5,2016-04-21,16
"1503960366",2016-04-21 15:00:00,68,8,0.133333,213,4,5,2016-04-21,16
"1503960366",2016-04-21 16:00:00,60,4,0.066667,26,4,5,2016-04-21,16
"1503960366",2016-04-21 17:00:00,60,5,0.083333,96,4,5,2016-04-21,16
"1503960366",2016-04-21 18:00:00,69,9,0.15,213,4,5,2016-04-21,16
"1503960366",2016-04-21 19:00:00,64,8,0.133333,100,4,5,2016-04-21,16
"1503960366",2016-04-21 20:00:00,213,92,1.533333,3541,4,5,2016-04-21,16
"1503960366",2016-04-21 21:00:00,104,21,0.35,970,4,5,2016-04-21,16
"1503960366",2016-04-21 22:00:00,63,9,0.15,89,4,5,2016-04-21,16
"1503960366",2016-04-21 23:00:00,84,15,0.25,598,4,5,2016-04-21,16
"1503960366",2016-04-22 00:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 01:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 02:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 03:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 04:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 05:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 06:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 07:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 08:00:00,47,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 09:00:00,65,13,0.216667,192,4,6,2016-04-22,16
"1503960366",2016-04-22 10:00:00,54,2,0.033333,29,4,6,2016-04-22,16
"1503960366",2016-04-22 11:00:00,102,34,0.566667,958,4,6,2016-04-22,16
"1503960366",2016-04-22 12:00:00,57,2,0.033333,38,4,6,2016-04-22,16
"1503960366",2016-04-22 13:00:00,60,4,0.066667,118,4,6,2016-04-22,16
"1503960366",2016-04-22 14:00:00,54,0,0,0,4,6,2016-04-22,16
"1503960366",2016-04-22 15:00:00,66,10,0.166667,180,4,6,2016-04-22,16
"1503960366",2016-04-22 16:00:00,58,4,0.066667,22,4,6,2016-04-22,16
"1503960366",2016-04-22 17:00:00,104,18,0.3,1041,4,6,2016-04-22,16
"1503960366",2016-04-22 18:00:00,87,23,0.383333,514,4,6,2016-04-22,16
"1503960366",2016-04-22 19:00:00,82,16,0.266667,629,4,6,2016-04-22,16
"1503960366",2016-04-22 20:00:00,71,13,0.216667,329,4,6,2016-04-22,16
"1503960366",2016-04-22 21:00:00,311,159,2.65,5934,4,6,2016-04-22,16
"1503960366",2016-04-22 22:00:00,95,30,0.5,855,4,6,2016-04-22,16
"1503960366",2016-04-22 23:00:00,136,54,0.9,1925,4,6,2016-04-22,16
"1503960366",2016-04-23 00:00:00,63,9,0.15,182,4,7,2016-04-23,16
"1503960366",2016-04-23 01:00:00,47,0,0,0,4,7,2016-04-23,16
"1503960366",2016-04-23 02:00:00,49,1,0.016667,11,4,7,2016-04-23,16
"1503960366",2016-04-23 03:00:00,47,0,0,0,4,7,2016-04-23,16
"1503960366",2016-04-23 04:00:00,47,0,0,0,4,7,2016-04-23,16
"1503960366",2016-04-23 05:00:00,48,0,0,0,4,7,2016-04-23,16
"1503960366",2016-04-23 06:00:00,50,2,0.033333,12,4,7,2016-04-23,16
"1503960366",2016-04-23 07:00:00,48,0,0,0,4,7,2016-04-23,16
"1503960366",2016-04-23 08:00:00,59,8,0.133333,127,4,7,2016-04-23,16
"1503960366",2016-04-23 09:00:00,75,17,0.283333,285,4,7,2016-04-23,16
"1503960366",2016-04-23 10:00:00,56,4,0.066667,49,4,7,2016-04-23,16
"1503960366",2016-04-23 11:00:00,84,11,0.183333,703,4,7,2016-04-23,16
"1503960366",2016-04-23 12:00:00,129,49,0.816667,1597,4,7,2016-04-23,16
"1503960366",2016-04-23 13:00:00,129,51,0.85,1453,4,7,2016-04-23,16
"1503960366",2016-04-23 14:00:00,78,20,0.333333,202,4,7,2016-04-23,16
"1503960366",2016-04-23 15:00:00,73,15,0.25,158,4,7,2016-04-23,16
"1503960366",2016-04-23 16:00:00,140,52,0.866667,2008,4,7,2016-04-23,16
"1503960366",2016-04-23 17:00:00,121,26,0.433333,1472,4,7,2016-04-23,16
"1503960366",2016-04-23 18:00:00,173,66,1.1,2569,4,7,2016-04-23,16
"1503960366",2016-04-23 19:00:00,51,2,0.033333,29,4,7,2016-04-23,16
"1503960366",2016-04-23 20:00:00,63,9,0.15,142,4,7,2016-04-23,16
"1503960366",2016-04-23 21:00:00,162,54,0.9,2432,4,7,2016-04-23,16
"1503960366",2016-04-23 22:00:00,96,25,0.416667,709,4,7,2016-04-23,16
"1503960366",2016-04-23 23:00:00,60,6,0.1,231,4,7,2016-04-23,16
"1503960366",2016-04-24 00:00:00,66,10,0.166667,141,4,1,2016-04-24,17
"1503960366",2016-04-24 01:00:00,54,2,0.033333,42,4,1,2016-04-24,17
"1503960366",2016-04-24 02:00:00,48,0,0,0,4,1,2016-04-24,17
"1503960366",2016-04-24 03:00:00,48,0,0,0,4,1,2016-04-24,17
"1503960366",2016-04-24 04:00:00,49,1,0.016667,8,4,1,2016-04-24,17
"1503960366",2016-04-24 05:00:00,48,0,0,0,4,1,2016-04-24,17
"1503960366",2016-04-24 06:00:00,49,1,0.016667,7,4,1,2016-04-24,17
"1503960366",2016-04-24 07:00:00,47,0,0,0,4,1,2016-04-24,17
"1503960366",2016-04-24 08:00:00,49,1,0.016667,8,4,1,2016-04-24,17
"1503960366",2016-04-24 09:00:00,59,8,0.133333,76,4,1,2016-04-24,17
"1503960366",2016-04-24 10:00:00,90,26,0.433333,492,4,1,2016-04-24,17
"1503960366",2016-04-24 11:00:00,67,12,0.2,149,4,1,2016-04-24,17
"1503960366",2016-04-24 12:00:00,82,12,0.2,548,4,1,2016-04-24,17
"1503960366",2016-04-24 13:00:00,74,12,0.2,394,4,1,2016-04-24,17
"1503960366",2016-04-24 14:00:00,52,1,0.016667,26,4,1,2016-04-24,17
"1503960366",2016-04-24 15:00:00,52,2,0.033333,27,4,1,2016-04-24,17
"1503960366",2016-04-24 16:00:00,102,29,0.483333,885,4,1,2016-04-24,17
"1503960366",2016-04-24 17:00:00,86,25,0.416667,411,4,1,2016-04-24,17
"1503960366",2016-04-24 18:00:00,115,40,0.666667,911,4,1,2016-04-24,17
"1503960366",2016-04-24 19:00:00,270,131,2.183333,4871,4,1,2016-04-24,17
"1503960366",2016-04-24 20:00:00,76,18,0.3,342,4,1,2016-04-24,17
"1503960366",2016-04-24 21:00:00,74,17,0.283333,244,4,1,2016-04-24,17
"1503960366",2016-04-24 22:00:00,61,7,0.116667,66,4,1,2016-04-24,17
"1503960366",2016-04-24 23:00:00,72,10,0.166667,391,4,1,2016-04-24,17
"1503960366",2016-04-25 00:00:00,62,8,0.133333,95,4,2,2016-04-25,17
"1503960366",2016-04-25 01:00:00,53,3,0.05,22,4,2,2016-04-25,17
"1503960366",2016-04-25 02:00:00,57,6,0.1,97,4,2,2016-04-25,17
"1503960366",2016-04-25 03:00:00,47,0,0,0,4,2,2016-04-25,17
"1503960366",2016-04-25 04:00:00,50,2,0.033333,25,4,2,2016-04-25,17
"1503960366",2016-04-25 05:00:00,49,1,0.016667,4,4,2,2016-04-25,17
"1503960366",2016-04-25 06:00:00,47,0,0,0,4,2,2016-04-25,17
"1503960366",2016-04-25 07:00:00,52,3,0.05,44,4,2,2016-04-25,17
"1503960366",2016-04-25 08:00:00,83,22,0.366667,426,4,2,2016-04-25,17
"1503960366",2016-04-25 09:00:00,146,46,0.766667,2041,4,2,2016-04-25,17
"1503960366",2016-04-25 10:00:00,73,12,0.2,258,4,2,2016-04-25,17
"1503960366",2016-04-25 11:00:00,121,24,0.4,1468,4,2,2016-04-25,17
"1503960366",2016-04-25 12:00:00,92,19,0.316667,707,4,2,2016-04-25,17
"1503960366",2016-04-25 13:00:00,75,13,0.216667,299,4,2,2016-04-25,17
"1503960366",2016-04-25 14:00:00,62,5,0.083333,94,4,2,2016-04-25,17
"1503960366",2016-04-25 15:00:00,76,13,0.216667,359,4,2,2016-04-25,17
"1503960366",2016-04-25 16:00:00,71,10,0.166667,263,4,2,2016-04-25,17
